eid,doi,title,publication_name,cover_date,citedby_count,open_access,downloaded
2-s2.0-85110277068,10.1016/j.jallcom.2021.161127,Biomass-derived CaO in situ catalyzing approach towards hierarchical porous graphene nanosheets for high-rate performance supercapacitors,Journal of Alloys and Compounds,2021-12-05,35,0,0
2-s2.0-85110142449,10.1016/j.jallcom.2021.160931,Rational construction of MOF-derived Zn-Co-O/NiCo-LDH core/shell nanosheet arrays on nickel foam for high-performance supercapacitors,Journal of Alloys and Compounds,2021-12-05,56,0,0
2-s2.0-85109511920,10.1016/j.jallcom.2021.161087,Uniform MgCo2O4 porous nanoflakes and nanowires with superior electrochemical performance for asymmetric supercapacitors,Journal of Alloys and Compounds,2021-12-05,59,0,0
2-s2.0-85109488615,10.1016/j.jallcom.2021.161092,Synthesis of transition metal cation decorated nickel molybdate nanoarrays on nickel foam and their applications in high-performance battery-supercapacitor hybrid devices,Journal of Alloys and Compounds,2021-12-05,15,0,0
2-s2.0-85121555367,10.1088/1755-1315/926/1/012023,Fabrication of supercapacitor electrode based on pepper peel activated carbon,Iop Conference Series Earth and Environmental Science,2021-12-03,2,1,0
2-s2.0-85115266106,10.1088/1361-6528/ac218e,Zn induced NiCo composites modified by carbon materials as a battery-type electrode material for high-performance supercapacitors,Nanotechnology,2021-12-03,7,0,0
2-s2.0-85115215308,10.1088/1361-6528/ac20fd,Flexible nickel disulfide nanoparticles-anchored carbon nanofiber hybrid mat as a flexible binder-free cathode for solid-state asymmetric supercapacitors,Nanotechnology,2021-12-03,27,0,0
2-s2.0-85119967382,10.1021/acs.energyfuels.1c03170,Two-Dimensional Metal-Organic Framework Nanosheets Grown on Carbon Fiber Paper Interwoven with Polyaniline as an Electrode for Supercapacitors,Energy and Fuels,2021-12-02,34,0,0
2-s2.0-85119457255,10.1021/acs.energyfuels.1c02875,Agarose-Based Hierarchical Porous Carbons Prepared with Gas-Generating Activators and Used in High-Power Density Supercapacitors,Energy and Fuels,2021-12-02,14,1,0
2-s2.0-85119455184,10.1021/acs.energyfuels.1c03064,Biomass Peach Gum-Derived Heteroatom-Doped Porous Carbon via in Situ Molten Salt Activation for High-Performance Supercapacitors,Energy and Fuels,2021-12-02,24,0,0
2-s2.0-85117437925,10.1021/acs.energyfuels.1c01980,Size induced Extrinsic Pseudocapacitance in Ultrasmall CoMoO4Nanocluster,Energy and Fuels,2021-12-02,18,0,0
2-s2.0-85152643825,10.1002/EXP.20210178,Electrochemically induced surface reconstruction of Ni-Co oxide nanosheet arrays for hybrid supercapacitors,Exploration,2021-12-01,84,1,0
2-s2.0-85146149796,10.3390/electrochem2040034,Synthesis and Characterization of Supercapacitor Materials from Soy,Electrochem,2021-12-01,8,1,0
2-s2.0-85144611483,10.1515/mt-2021-0045,Comparison of reduced graphene oxides synthesized chemically with different reducing agents for supercapacitors,Materialpruefung Materials Testing,2021-12-01,1,0,0
2-s2.0-85132697649,10.1002/aesr.202100115,"Less Water, Naked Choline, and Solid Iodine for Superior Ecofriendly Hybrid Energy Storage",Advanced Energy and Sustainability Research,2021-12-01,14,1,0
2-s2.0-85130214216,10.3390/chemistry3040089,A Comprehensive Review of Graphene-Based Anode Materials for Lithium-ion Capacitors,Chemistry Switzerland,2021-12-01,42,1,0
2-s2.0-85130176022,10.1049/els2.12026,Onboard energy storage in rail transport: Review of real applications and techno‐economic assessments,Iet Electrical Systems in Transportation,2021-12-01,78,1,0
2-s2.0-85129815248,10.1016/j.jsamd.2021.07.007,A hierarchical porous aerogel nanocomposite of graphene/NiCo2S4 as an active electrode material for supercapacitors,Journal of Science Advanced Materials and Devices,2021-12-01,32,1,0
2-s2.0-85127559820,10.1016/j.esci.2021.11.005,Recent advances in micro-supercapacitors for AC line-filtering performance: From fundamental models to emerging applications,Escience,2021-12-01,88,1,0
2-s2.0-85127305134,10.1134/S0012500821120016,Chemically Treated Carbon Nanofiber Materials for Supercapacitors,Doklady Chemistry,2021-12-01,9,0,0
2-s2.0-85127302721,10.1088/2632-959X/abef21,Triethanolamine-ethoxylate (TEA-EO) assisted hydrothermal synthesis of hierarchical β-MnO2nanorods: Effect of surface morphology on capacitive performance,Nano Express,2021-12-01,15,1,0
2-s2.0-85126607527,10.1016/j.jciso.2021.100032,"Investigation of the morphological, optical and electrochemical capabilities of V2O5/MWCNT nanoparticles synthesized using a microwave autoclave technique",Jcis Open,2021-12-01,24,1,0
2-s2.0-85126172257,10.1038/s43246-021-00195-2,Virtual experimentations by deep learning on tangible materials,Communications Materials,2021-12-01,15,1,0
2-s2.0-85125253973,10.1007/s40097-021-00448-z,Fungus bran-derived nanoporous carbon with layered structure and rime-like support for enhanced symmetric supercapacitors,Journal of Nanostructure in Chemistry,2021-12-01,22,0,0
2-s2.0-85124937469,10.1002/EXP.20210128,Schiff-bases for sustainable battery and supercapacitor electrodes,Exploration,2021-12-01,50,1,0
2-s2.0-85124597503,10.11980/j.issn.0254-508X.2021.12.016,Research Progress of Lignin-based Carbon Electrode for Supercapacitor,Chung Kuo Tsao Chih China Pulp and Paper,2021-12-01,2,0,0
2-s2.0-85124073198,,Reduction Nitride Evolution and Electrochemical Properties of Mesoporous Titanium Nitride Powder,Xiyou Jinshu Cailiao Yu Gongcheng Rare Metal Materials and Engineering,2021-12-01,2,0,0
2-s2.0-85123900358,,Hybrid Optimal Energy Management for HTE Vehicles,International Journal of Renewable Energy Research,2021-12-01,17,0,0
2-s2.0-85123899000,,"Contribution to the Modeling, Control and Dynamic Management of an Autonomous Wind Farm Using a Fuel Cell and a Super-Capacitor",International Journal of Renewable Energy Research,2021-12-01,1,0,0
2-s2.0-85123593591,,PI CONTROL OF A NOVEL POWER CONVERTER BY USING HEURISTIC OPTIMIZATION,International Journal on Technical and Physical Problems of Engineering,2021-12-01,2,0,0
2-s2.0-85123454910,10.1088/1674-1056/ac1f07,Morphological effect on electrochemical performance of nanostructural CrN,Chinese Physics B,2021-12-01,1,0,0
2-s2.0-85123312086,10.21595/vp.2021.22275,Tobacco stalks core-derived activated carbon with high capacitance by ZnCl2 for supercapacitors,Vibroengineering Procedia,2021-12-01,3,1,0
2-s2.0-85123287014,10.1088/1402-4896/ac45a8,Highly ordered nanoscale phosphomolybdate-grafted polyaniline/metal hybrid layered structures prepared via secondary sputtering phenomenon as high-performance pseudocapacitor electrodes,Physica Scripta,2021-12-01,3,0,0
2-s2.0-85123086547,10.30919/esee8c522,Paving the Way towards Mn3O4 Based Energy Storage Systems,Es Energy and Environment,2021-12-01,27,0,0
2-s2.0-85123033205,10.1016/j.est.2021.103295,Importance and challenges of hydrothermal technique for synthesis of transition metal oxides and composites as supercapacitor electrode materials,Journal of Energy Storage,2021-12-01,175,0,0
2-s2.0-85122991911,10.1134/S0036024421150103,"Facile Synthesis of Cobalt Tungstate with Special Defect Structure with Enhanced Optical, Photoluminescence, and Supercapacitive Performances",Russian Journal of Physical Chemistry A,2021-12-01,2,0,0
2-s2.0-85122836516,10.1016/j.est.2021.103365,Comprehensive study on poly ortho-aminophenol composite electrodes and their utilization for supercapacitor applications and green energy storage: A review,Journal of Energy Storage,2021-12-01,24,0,0
2-s2.0-85122823852,10.1016/j.ensm.2021.09.025,Dual Active and Kinetically Inter-Promoting Li3VO4/Graphene Anode Enabling Printable High Energy Density Lithium Ion Micro Capacitors,Energy Storage Materials,2021-12-01,36,0,0
2-s2.0-85122819573,10.1016/j.est.2021.103378,High-performance discarded separator-based activated carbon for the application of supercapacitors,Journal of Energy Storage,2021-12-01,55,0,0
2-s2.0-85122814443,10.1016/j.ensm.2021.09.023,"Advances and perspectives of ZIFs-based materials for electrochemical energy storage: Design of synthesis and crystal structure, evolution of mechanisms and electrochemical performance",Energy Storage Materials,2021-12-01,140,0,0
2-s2.0-85122807776,10.1016/j.est.2021.103343,Regulating high specific capacitance NCS/α-MnO2 cathode and a wide potential window α-Fe2O3/rGO anode for the construction of 2.7 V for high performance aqueous asymmetric supercapacitors,Journal of Energy Storage,2021-12-01,52,0,0
2-s2.0-85122795306,10.1016/j.est.2021.103312,Cobalt oxide decorated zirconium oxide immobilized multiwalled carbon nanotubes as scaffolds for supercapacitors and the CO2 reduction reaction,Journal of Energy Storage,2021-12-01,12,0,0
2-s2.0-85122784949,10.1016/j.est.2021.103331,Phosphorous and sulfur doped asphaltene derived activated carbon for supercapacitor application,Journal of Energy Storage,2021-12-01,44,0,0
2-s2.0-85122784885,10.1016/j.est.2021.103360,Polyindole intercalated graphitic carbon nitride (PIn/g-C3N4) composites for high-performance supercapacitor application,Journal of Energy Storage,2021-12-01,30,0,0
2-s2.0-85122756241,10.1016/j.est.2021.103259,Simple one-pot strategy for converting biowaste into valuable graphitized hierarchically porous biochar for high-efficiency capacitive storage,Journal of Energy Storage,2021-12-01,26,0,0
2-s2.0-85122744195,10.1134/S0036023621140138,Formation of NiCo2O4 Thin Films by Sol–Gel Technology and Pen Plotter Printing,Russian Journal of Inorganic Chemistry,2021-12-01,2,0,0
2-s2.0-85122737161,10.1016/j.est.2021.103267,Template strategy to synthesize porous Mn-Co-S nanospheres electrode for high-performance supercapacitors,Journal of Energy Storage,2021-12-01,36,0,0
2-s2.0-85122730001,10.1016/j.biteb.2021.100838,Sustainable biochars from carbonization of cellulose filaments and nanocrystals,Bioresource Technology Reports,2021-12-01,9,0,0
2-s2.0-85122721241,10.1016/j.mtcomm.2021.102732,Carbon dots as nano-modules for energy conversion and storage,Materials Today Communications,2021-12-01,42,0,0
2-s2.0-85122707184,10.1016/j.est.2021.103257,Investigations on ternary transition metal ferrite: NiCoFe2O4 as potential electrode for supercapacitor prepared by microwave irradiation method,Journal of Energy Storage,2021-12-01,85,0,0
2-s2.0-85122705122,10.1149/1945-7111/ac4129,Methods - On the Reliability of the Electrochemical Data Recorded on Nickel Foam in Alkaline Solution: The Illusive Surface Oxide Layer,Journal of the Electrochemical Society,2021-12-01,8,0,0
2-s2.0-85122702196,10.1016/j.mtcomm.2021.102915,Programmable coating of polyaniline on hemispherical nitrogen-doped mesoporous hollow carbon as high performance material for supercapacitor,Materials Today Communications,2021-12-01,7,0,0
2-s2.0-85122699875,10.1149/1945-7111/ac42a1,Porous Activity of Biomass-Activated Carbon Enhanced by Nitrogen-Dopant Towards High-Performance Lithium Ion Hybrid Battery-Supercapacitor,Journal of the Electrochemical Society,2021-12-01,13,0,0
2-s2.0-85122691357,10.1016/j.scp.2021.100535,Waste tire-derived porous nitrogen-doped carbon black as an electrode material for supercapacitors,Sustainable Chemistry and Pharmacy,2021-12-01,29,0,0
2-s2.0-85122682759,10.1149/1945-7111/ac4058,Hybrid Supercapacitor Electrode Materials via Molecular Imprinting of Nitrogenous Ligands and Iron Complexes into Carbon Support,Journal of the Electrochemical Society,2021-12-01,1,1,0
2-s2.0-85122670029,10.1016/j.surfin.2021.101502,Construction of asymmetric flexible-solid state supercapacitors based on Mo-MnO2 nanoflowers and MoO3-x nanobelts,Surfaces and Interfaces,2021-12-01,11,0,0
2-s2.0-85122667767,10.1149/1945-7111/ac3c23,"Electrochemical Performance of Delafossite, AgFeO2: A Pseudo-Capacitive Electrode in Neutral Aqueous Na2SO4Electrolyte",Journal of the Electrochemical Society,2021-12-01,12,0,0
2-s2.0-85122661021,10.1016/j.mtchem.2021.100564,Recent advances of transition metal oxalate-based micro- and nanomaterials for electrochemical energy storage: a review,Materials Today Chemistry,2021-12-01,58,0,0
2-s2.0-85122658900,10.1016/j.est.2021.103318,"Fabrication of 1.6V hybrid supercapacitor developed using MnSe2/rGO positive electrode and phosphine based covalent organic frameworks as a negative electrode enables superb stability up to 28,000 cycles",Journal of Energy Storage,2021-12-01,69,0,0
2-s2.0-85122657312,10.1016/j.est.2021.103305,Highly efficient asymmetric supercapacitor-based on Ni-Co oxides intercalated graphene as positive and Fe2O3 doped graphene as negative electrodes,Journal of Energy Storage,2021-12-01,18,0,0
2-s2.0-85122655968,10.1149/1945-7111/ac42a4,Flower-Like Nanostructured ZnCo2O4/RuO2Electrode Materials for High Performance Asymmetric Supercapacitors,Journal of the Electrochemical Society,2021-12-01,16,0,0
2-s2.0-85122654750,10.1149/1945-7111/ac3f1e,Ternary Composite of Molybdenum Disulfide-Graphene Oxide-Polyaniline for Supercapacitor,Journal of the Electrochemical Society,2021-12-01,14,0,0
2-s2.0-85122652807,10.1016/j.est.2021.103323,Investigating the application of caffeine-based ionic liquid modified by zinc bromide as an effective electrode in supercapacitor,Journal of Energy Storage,2021-12-01,20,0,0
2-s2.0-85122652623,10.1016/j.est.2021.103311,Phosphidated Ni-Mn layered double hydroxide–based electrode material with superior electrochemical performance for supercapacitors,Journal of Energy Storage,2021-12-01,25,0,0
2-s2.0-85122649415,10.1149/1945-7111/ac44b9,Reducing the Self-Discharge Rate of Supercapacitors by Suppressing Electron Transfer in the Electric Double Layer,Journal of the Electrochemical Society,2021-12-01,17,0,0
2-s2.0-85122648688,10.1016/j.apsadv.2021.100173,Recent advancements in multifunctional applications of sol-gel derived polymer incorporated TiO2-ZrO2 composite coatings: A comprehensive review,Applied Surface Science Advances,2021-12-01,55,1,0
2-s2.0-85122644882,10.1016/j.est.2021.103330,Synthesis and electrochemical performance of porous FeCo2S4 nanorods as an electrode material for supercapacitor,Journal of Energy Storage,2021-12-01,40,0,0
2-s2.0-85122644766,10.1016/j.est.2021.103248,Synergic effect of physically-mixed metal organic framework based electrodes as a high efficient material for supercapacitors,Journal of Energy Storage,2021-12-01,23,0,0
2-s2.0-85122644752,10.1016/j.est.2021.103344,Graphene oxide/cellulose derivative nanohybrid membrane with Yttrium oxide: Upgrading the optical and electrochemical properties for removing organic pollutants and supercapacitors implementations,Journal of Energy Storage,2021-12-01,23,0,0
2-s2.0-85122639295,10.1016/j.surfin.2021.101548,Wood based biochar supported MnO2 nanorods for high energy asymmetric supercapacitor applications,Surfaces and Interfaces,2021-12-01,47,0,0
2-s2.0-85122626233,10.1149/1945-7111/ac3e4c,Microwave-Induced Polyindole on Cobalt MOF-Electrodes for High-Performance Supercapacitors,Journal of the Electrochemical Society,2021-12-01,8,0,0
2-s2.0-85122626042,10.1149/1945-7111/ac41f3,Sodium Dodecylbenzene Sulfonate Assisted Electrodeposition of MnO2@C Electrode for High Performance Supercapacitor,Journal of the Electrochemical Society,2021-12-01,4,0,0
2-s2.0-85122624269,10.1088/2058-8585/ac3a13,Silver mirror reaction metallized chromatography paper for supercapacitor application,Flexible and Printed Electronics,2021-12-01,4,0,0
2-s2.0-85122618287,10.1088/2058-8585/ac3ddb,Nanocellulose based carbon ink and its application in electrochromic displays and supercapacitors,Flexible and Printed Electronics,2021-12-01,16,1,0
2-s2.0-85122616723,10.1016/j.est.2021.103329,Effect of polyaniline on the performance of zinc phosphate as a battery-grade material for supercapattery,Journal of Energy Storage,2021-12-01,65,0,0
